t,E,current1_mA,coll_current,potential2,current1,current1_muA,cur1muA_filt,coll_cur_filt,coll_cur_norm,coll_cur_norm_filt,cur_H2O2,cur_H2O2_min,cur_H2O2_max,yield,yield_min,yield_max,j,current1_mA_geo,cur_H2O2_uAcm,cur_H2O2_min_uAcm,cur_H2O2_max_uAcm
1529.8259999999946,0.8884264507041463,0.001496,0.1038068591559178,,1.4960000000000002e-06,1.4960000000000002,1.4960000000000002,0.1037462394372785,0.1037462394372785,0.1037462394372785,-1.4820891348182654,-1.9212266562459,-1.2063516213637044,99.5328929205276,112.44361873007996,89.28161767156975,3.887278283517968,0.0038872782835179,-3.851131623006,-4.992207659452222,-3.1346420187258137
1529.8759999999943,0.8893913239435569,0.001496,0.1095657323937092,,1.4960000000000002e-06,1.4960000000000002,1.4960000000000002,0.103625,0.103625,0.103625,-1.4803571428571427,-1.9189814814814807,-1.204941860465116,99.4744294319518,112.38605491055208,89.22382803587034,3.887278283517968,0.0038872782835179,-3.846631131871173,-4.986373689462631,-3.130978828267234
1529.9259999999947,0.8911761971828432,0.0015638309859027,0.1084987464795753,,1.5638309859027387e-06,1.5638309859027388,1.4960000000000002,0.103625,0.103625,0.103625,-1.4803571428571427,-1.9189814814814807,-1.204941860465116,97.25792758151248,110.1972328083883,87.03797150031927,4.063533576599069,0.004063533576599,-3.846631131871173,-4.986373689462631,-3.130978828267234
1529.9759999999949,0.8933638450703443,0.001659521126767,0.1028488873238783,,1.6595211267670878e-06,1.6595211267670875,1.5044788732329124,0.1035401126761216,0.1035401126761216,0.1035401126761216,-1.4791444668017375,-1.9174094940022528,-1.203954798559554,94.25307811271946,107.20976710416868,84.09044322048678,4.3121794365781865,0.0043121794365781,-3.8434800561391422,-4.982288961661852,-3.128413999183023
1530.0259999999946,0.8940913098590768,0.0015989577464853,0.1034552253520475,,1.5989577464853784e-06,1.5989577464853784,1.5650422535146218,0.1029337746479524,0.1029337746479524,0.1029337746479524,-1.4704824949707491,-1.9061810119991192,-1.19690435637154,95.81437521475638,108.76493875656364,85.61969885056189,4.154808639154704,0.0041548086391547,-3.8209723723215983,-4.95311233449096,-3.110093791424557
1530.0759999999946,0.8951676197181774,0.0015383943662038,0.1031884366197846,,1.5383943662038085e-06,1.5383943662038086,1.582,0.102764,0.102764,0.102764,-1.4680571428571427,-1.9030370370370369,-1.1949302325581397,97.6604570825546,110.59566872348054,87.43419885800463,3.9974378417315855,0.0039974378417315,-3.8146702208502714,-4.9449428788799805,-3.104964133250221
1530.1259999999943,0.8957614225353058,0.0015141690140777,0.1024001971832335,,1.5141690140777655e-06,1.5141690140777655,1.582,0.1029459014083832,0.1029459014083832,0.1029459014083832,-1.4706557344054745,-1.9064055816367256,-1.197045365213758,98.54218309820692,111.46697891197516,88.30326176763357,3.934489522727479,0.0039344895227274,-3.8214225259930266,-4.953695867027996,-3.1104601955757185
1530.1759999999947,0.8949128309860058,0.0015747323943597,0.1011875211268895,,1.5747323943597505e-06,1.5747323943597504,1.582,0.1035522394365551,0.1035522394365551,0.1035522394365551,-1.4793177062365024,-1.9176340636399103,-1.2040958074018042,96.87579820302815,109.81860504629188,86.6621266214661,4.091860320151677,0.0040918603201516,-3.843930209810673,-4.98287249419902,-3.1287804033342685
1530.2259999999949,0.8959847464787317,0.0023820563379316,0.1069101126753485,,2.382056337931681e-06,2.3820563379316813,2.222169014007302,0.1030914225352756,0.1030914225352756,0.1030914225352756,-1.4727346076467944,-1.9091004173199184,-1.198737471340414,76.41060843188144,88.97835834048826,66.95372787097695,6.189649647431925,0.0061896496474319,-3.826824370114129,-4.960698257555352,-3.114857045441733
1530.2759999999946,0.8983224507038481,0.0028172816901538,0.1096745774649837,,2.81728169015384e-06,2.81728169015384,2.615,0.1022061690142145,0.1022061690142145,0.1022061690142145,-1.4600881287744938,-1.892706833596566,-1.188443825746681,68.27037130683777,80.36991275254604,59.337257184957615,7.320560115433031,0.007320560115433,-3.793963151742964,-4.918100381889028,-3.0881095421163662
1530.3259999999946,0.9017028450704092,0.0026985774647953,0.1077350000005336,,2.698577464795397e-06,2.6985774647953966,2.615,0.1012359999994662,0.1012359999994662,0.1012359999994662,-1.446228571420946,-1.874740740730856,-1.1771627906914677,69.78510254926962,81.98601787496347,60.74518482114299,7.012113352466655,0.0070121133524666,-3.7579498119571233,-4.871416422907382,-3.0587963585697517
1530.3759999999943,0.9018239718309726,0.0026380140845136,0.102885000000532,,2.6380140845136868e-06,2.6380140845136872,2.615,0.1060859999994678,0.1060859999994678,0.1060859999994678,-1.5155142857066832,-1.9645555555457008,-1.2335581395286956,72.97478917310373,85.36777101412208,63.72388622215674,6.854742555043173,0.0068547425550431,-3.937985141169006,-5.104795553367231,-3.2053367428119817
1530.4259999999947,0.9021708309858646,0.0021264225352938,0.1006660704225986,,2.1264225352938906e-06,2.1264225352938912,2.163971831062189,0.1049220000005084,0.1049220000005084,0.1049220000005084,-1.498885714292978,-1.943000000009416,-1.2200232558198658,82.69011135611915,95.49266428606916,72.91456858853347,5.52539849133099,0.0055253984913309,-3.894776662196797,-5.0487845621069605,-3.170167050625301
1530.4759999999949,0.90246195774653,0.0015081126760499,0.1015146619711296,,1.5081126760499688e-06,1.5081126760499688,1.582,0.1009207323944298,0.1009207323944298,0.1009207323944298,-1.441724748491855,-1.868902451748701,-1.1734968883073238,97.7494377484744,110.68368846585284,87.52183046368113,3.918752442986104,0.0039187524429861,-3.74624686204732,-4.856245932283563,-3.049270701666423
