t,E,current1_mA,coll_current,potential2,current1,current1_muA,cur1muA_filt,coll_cur_filt,coll_cur_norm,coll_cur_norm_filt,cur_H2O2,cur_H2O2_min,cur_H2O2_max,yield,yield_min,yield_max,j,current1_mA_geo
621.1599999999978,0.8905711791044657,0.0006799104477672,0.0606,,6.799104477672097e-07,0.6799104477672095,0.6986119403027043,0.0599820895522702,0.0285567164179382,0.0285567164179382,-0.4079530916848326,-0.6582453981219265,-0.2955664293332683,75.00078399360989,98.38097709531824,60.59937170664965,1.7667119775016382,0.0017667119775016
621.2099999999978,0.8889390000001345,0.0006035909090926,0.060204545454576,,6.035909090926407e-07,0.6035909090926407,0.6609999999999999,0.0600954545454239,0.0279597014925644,0.0279597014925644,-0.3994243070366343,-0.6444839305397989,-0.2893872325667737,79.64471537691091,103.27648792753496,64.81395659450469,1.5683996210191775,0.0015683996210191
621.2599999999978,0.8865496060606354,0.0005919393939364,0.0595424242424514,,5.919393939364671e-07,0.591939393936467,0.6609999999999999,0.0604227272727579,0.0272863636363954,0.0272863636363954,-0.3898051948056497,-0.6289631844316765,-0.2824180816682569,79.41071420726581,103.03249343159678,64.60014114317045,1.538123764176481,0.0015381237641764
621.3099999999978,0.8858980909091196,0.000657090909088,0.0589363636363903,,6.570909090880405e-07,0.6570909090880406,0.6609999999999999,0.0597409090909391,0.027,0.027,-0.3857142857142857,-0.6223623714009324,-0.2794541737643657,73.97628773558256,97.28567363758404,59.67767678908545,1.7074165917079005,0.0017074165917079
621.3599999999977,0.8847716865672164,0.000721328358206,0.0643014925370544,,7.213283582060627e-07,0.7213283582060628,0.6967761194012698,0.0591388059701761,0.0268567164179382,0.0268567164179382,-0.3836673773991183,-0.6190596191818677,-0.277971166540697,69.44232724825719,92.37021364340416,55.63320299009246,1.8743342661364284,0.0018743342661364
621.4099999999978,0.8847715373133973,0.000739388059702,0.0600626865676663,,7.39388059702077e-07,0.7393880597020772,0.7120000000000001,0.0561686567166277,0.0262597014925657,0.0262597014925657,-0.3751385927509393,-0.6052981515997715,-0.2717919697742165,67.3180119874708,90.02816367303362,53.75738480812006,1.9212614622809965,0.0019212614622809
621.4599999999978,0.8851046515151925,0.0007264545454551,0.0521575757575485,,7.264545454551579e-07,0.7264545454551581,0.7120000000000001,0.0526424242424514,0.0262,0.0262,-0.3742857142857143,-0.6039220048409049,-0.2711740500972735,68.00618238017853,90.78963466493867,54.36372840678495,1.887654397400235,0.0018876543974002
621.5099999999978,0.8841917727273151,0.0007128181818188,0.0527636363636083,,7.128181818188132e-07,0.7128181818188133,0.7120000000000001,0.0520363636363917,0.0254363636364254,0.0254363636364254,-0.3633766233775065,-0.5863198367623036,-0.2632702956884161,67.52989730538965,90.26290176661388,53.943940893711904,1.85222101489374,0.0018522210148937
621.5599999999978,0.8814797462687841,0.000519089552248,0.0522388059701761,,5.190895522480549e-07,0.519089552248055,0.6278208955264241,0.052,0.0244,0.0244,-0.3485714285714285,-0.5624311800808426,-0.2525437718463157,80.34737905171481,104.00747082669952,65.45693763102165,1.3488272350634554,0.0013488272350634
621.6099999999977,0.8807403636363341,0.0005074545454492,0.048863636363873,,5.074545454492299e-07,0.50745454544923,0.5215454545507702,0.052,0.0244,0.0244,-0.3485714285714285,-0.5624311800808426,-0.2525437718463157,81.4394514068837,105.13855202660774,66.45903447391643,1.318594274329728,0.0013185942743297
621.6599999999978,0.8804905671642967,0.0005596119403038,0.0458104477610778,,5.596119403038029e-07,0.559611940303803,0.4370000000000001,0.0512686567165374,0.0250136363636045,0.0250136363636045,-0.3573376623372073,-0.5765757794301297,-0.2588950030679035,77.94052395202499,101.49304897700348,63.26030711515472,1.4541225553077048,0.0014541225553077
621.7099999999978,0.8779211641792232,0.0004439402985128,0.0483477611939125,,4.439402985128092e-07,0.4439402985128093,0.4370000000000001,0.0486567164180311,0.0245641791045354,0.0245641791045354,-0.3509168443505067,-0.5662155836672568,-0.2542430509576985,88.29683358858627,112.10459566800316,72.82988090463995,1.153555803200085,0.0011535558032
621.7599999999978,0.8766796865672171,0.0003647462686602,0.0557955223877046,,3.647462686602329e-07,0.3647462686602328,0.4370000000000001,0.0485,0.0236,0.0236,-0.3371428571428571,-0.543990813520815,-0.2442636481792233,96.06726895992408,119.72457692937763,80.21664062446287,0.9477742307200088,0.00094777423072
621.8099999999978,0.8765255074626641,0.000334,0.0511537313438492,,3.34e-07,0.3339999999999999,0.390880597018293,0.0493059701491948,0.0236,0.0236,-0.3371428571428571,-0.543990813520815,-0.2442636481792233,100.46828437633036,123.91719939286548,84.48175808676041,0.8678816488602945,0.0008678816488602
621.8599999999977,0.8762278333334504,0.0003984090908979,0.0441606060601636,,3.984090908979621e-07,0.3984090908979621,0.3339999999999999,0.0503,0.0247590909090327,0.0247590909090327,-0.3537012987004678,-0.5707083900695143,-0.2562604182644654,94.05568746080414,117.7789899114754,78.286956908172,1.0352453255372889,0.0010352453255372
621.9099999999978,0.8736195000001207,0.0006461363636248,0.0540090909086349,,6.461363636248935e-07,0.6461363636248934,0.3339999999999999,0.0503,0.0253,0.0253,-0.3614285714285714,-0.5831765924608738,-0.2618589109717946,71.74298327668436,94.87845866649867,57.67847439252516,1.6789517744052918,0.0016789517744052
621.9599999999978,0.8739456268656485,0.0003951343283709,0.0515835820896968,,3.951343283709557e-07,0.3951343283709556,0.3213731343289637,0.0503,0.0254636363636048,0.0254636363636048,-0.3637662337657828,-0.5869484856201518,-0.2635525726306458,95.86663969297192,119.53136278494463,80.02362646953719,1.0267360252332038,0.0010267360252332
622.0099999999978,0.8725323432837064,0.0002667761194041,0.0479716417912236,,2.667761194041544e-07,0.2667761194041544,0.3007761194041544,0.0503,0.0261454545454232,0.0261454545454232,-0.3735064935060458,-0.6026647071201807,-0.2706094962105565,116.66926009700352,138.63271397764584,100.71333818677246,0.6932038873803246,0.0006932038873803
622.0599999999978,0.8703689402985363,0.0002611940298484,0.0474283582085537,,2.611940298484713e-07,0.2611940298484713,0.282,0.0492910447762933,0.0262,0.0262,-0.3742857142857143,-0.6039220048409049,-0.2711740500972735,117.79626895760865,139.61641690244377,101.87464662603722,0.6786991176567554,0.0006786991176567
622.1099999999977,0.8697264029851041,0.0003119402985051,0.0563835820891416,,3.119402985051361e-07,0.3119402985051361,0.282,0.0454104477613719,0.0269611940297922,0.0269611940297922,-0.3851599147113183,-0.6214678760067477,-0.279052525973939,110.50345629193588,133.1610099368881,94.43516550980362,0.8105606605167965,0.0008105606605167
622.1599999999978,0.8684927313433438,0.0002336119403027,0.0447417910454056,,2.336119403027045e-07,0.2336119403027045,0.3053432835809005,0.0451,0.0275701492537911,0.0275701492537911,-0.3938592750541586,-0.6355045729432252,-0.2853553066769792,125.53859536972008,146.24151382644354,109.97044932515756,0.6070284908483949,0.0006070284908483
622.2099999999978,0.8672080895522974,0.0003076716417822,0.040571641790929,,3.0767164178226306e-07,0.3076716417822631,0.3160000000000001,0.0439746268657601,0.0263014925373716,0.0263014925373716,-0.3757356076767371,-0.6062614543312043,-0.2722245135481782,109.95950305595308,132.67086111868636,93.88733173892382,0.7994687777770791,0.000799468777777
622.2599999999978,0.8661085970149494,0.0004663582089528,0.0437358208952822,,4.663582089528229e-07,0.4663582089528229,0.2945074626907429,0.0423388059701805,0.0243878787879686,0.0243878787879686,-0.3483982683995518,-0.5621517805895798,-0.2524183154280472,85.52206164268951,109.31382024586622,70.23554800860305,1.211807578878772,0.0012118075788787
