t,E,current1_mA,coll_current,potential2,current1,current1_muA,cur1muA_filt,coll_cur_filt,coll_cur_norm,coll_cur_norm_filt,cur_H2O2,cur_H2O2_min,cur_H2O2_max,yield,yield_min,yield_max,j,current1_mA_geo
363.8259999999988,0.901036265625046,0.0037361250000151,0.1452805312500492,,3.736125000015113e-06,3.7361250000151127,3.709031250014464,0.1428732187500328,0.1428732187500328,0.1428732187500328,-2.041045982143326,-2.64580034722283,-1.661316497093405,70.65901246290483,82.91542765751454,61.55940728522559,9.708126722638577,0.0097081267226385
363.8759999999987,0.8991526718750483,0.0031173750000158,0.1432633437500517,,3.1173750000158822e-06,3.1173750000158824,3.1168437500152004,0.1415279062500345,0.1415279062500345,0.1415279062500345,-2.0218272321433504,-2.6208871527784168,-1.6456733284887737,78.68253245577692,91.34776637913455,69.1016850969231,8.100336991406124,0.0081003369914061
363.92599999999874,0.8963898461539168,0.0026903846153953,0.130893092308012,,2.690384615395368e-06,2.6903846153953674,2.6903846153953674,0.1304692153849014,0.1304692153849014,0.1304692153849014,-1.8638459340700209,-2.416096581201878,-1.5170838998244356,81.85118929865392,94.62862931178005,72.11385631700593,6.990824658915273,0.0069908246589152
363.9759999999988,0.8955913749999966,0.002472656250003,0.1236656875001167,,2.4726562500030027e-06,2.472656250003003,2.472656250003003,0.1236656875001167,0.1236656875001167,0.1236656875001167,-1.7666526785730965,-2.290105324076236,-1.4379731104664737,83.34625800278633,96.16712020773244,73.54177437535748,6.425068812327304,0.0064250688123273
364.0259999999988,0.8948110625000524,0.0022762500000075,0.1203031875000327,,2.27625000000754e-06,2.27625000000754,2.27625000000754,0.1203031875000327,0.1203031875000327,0.1203031875000327,-1.7186169642861824,-2.227836805556162,-1.398874273256195,86.04126143109386,98.92512741114191,76.12663786271963,5.914717374924519,0.0059147173749245
364.0759999999987,0.8927071875000447,0.0019877812500033,0.1187164062500861,,1.987781250003462e-06,1.987781250003462,1.987781250003462,0.1187164062500861,0.1187164062500861,0.1187164062500861,-1.6959486607155163,-2.198451967594188,-1.380423328489374,92.07779624562686,105.03246490675986,81.96790285862441,5.165146313852043,0.005165146313852
364.1259999999987,0.8909587500000451,0.0018526250000034,0.1153531250000865,,1.8526250000034763e-06,1.8526250000034763,1.8526250000034763,0.1153531250000865,0.1153531250000865,0.1153531250000865,-1.6479017857155216,-2.136168981483084,-1.34131540697775,94.15164554308916,107.1085140720638,83.99126070392171,4.813949819529403,0.0048139498195294
364.17599999999874,0.8889845625000505,0.0015829375000073,0.1119905000000842,,1.582937500007407e-06,1.5829375000074069,1.6505312500053888,0.114815,0.114815,0.114815,-1.6402142857142856,-2.126203703703704,-1.3350581395348835,101.77704276790844,114.64668433632946,91.50514972971636,4.113180860925811,0.0041131808609258
364.2259999999988,0.8873552153846479,0.0014973692307672,0.1123650307691492,,1.4973692307672825e-06,1.4973692307672823,1.5116307692327176,0.1137027538462027,0.1137027538462027,0.1137027538462027,-1.6243250549457526,-2.105606552707457,-1.322125044723287,104.06688844450608,116.88152678488407,93.7845525147057,3.890836158535869,0.0038908361585358
364.2759999999988,0.8853764000000934,0.0015284000000025,0.1142986000000483,,1.5284000000025829e-06,1.5284000000025826,1.446000000000655,0.1120608000000161,0.1120608000000161,0.1120608000000161,-1.6008685714288016,-2.075200000000298,-1.3030325581397222,102.31583099283392,115.17371517363966,92.04051527857251,3.971468000360227,0.0039714680003602
364.3259999999987,0.8815356307693276,0.0014222461538488,0.1123124461538962,,1.4222461538488292e-06,1.4222461538488291,1.4190769230776017,0.111398492307709,0.111398492307709,0.111398492307709,-1.5914070329672712,-2.062935042735352,-1.295331305903593,105.61315017462772,118.38323039027242,95.32985352488171,3.6956327457710607,0.003695632745771
