t,ion_current_M2,ion_current_M32,E,current1_mA,coll_current,current1,current1_muA,ion_current_M2_sBG_sub,ion_current_M2_sBG_ALS,ion_current_M2_sBG_ALS_sub,ion_current_M2_ALS,ion_current_M2_UVS,ion_current_M2_UVS_sub,ion_current_M2_UVS_ALS,ion_current_M2_UVS_ALS_sub,ion_current_M2_MF,ion_current_M2_MF_sub,j,current1_mA_geo
5334.8,3.545704655801109e-09,1.946443701104969e-08,-0.0196796315789486,-0.003098210526316,,-3.098210526316073e-06,-3.098210526316072,7.094828176788912e-12,-2.9660936612555213e-13,7.391437542914464e-12,3.55034248784752e-09,3.6081565899838964e-09,-6.245193418278769e-11,-7.333275011459109e-11,1.0880815931803391e-11,3.550450676243096e-09,-4.7460204419870665e-12,-8.050539102082377,-0.0080505391020823
5334.9000000000015,3.546407970718233e-09,1.948055659116024e-08,-0.0214893611111183,-0.003002777777777,,-3.002777777777061e-06,-3.002777777777061,7.798143093913055e-12,-3.0001118154966145e-13,8.098154275462719e-12,3.5503451261281556e-09,3.608152346304651e-09,-6.17443755864181e-11,-7.333152721059714e-11,1.1587151624179038e-11,3.550367543646413e-09,-3.959572928180907e-12,-7.802562062689244,-0.0078025620626892
5335.0,3.543300189502795e-09,1.950042951933697e-08,-0.0224038181818041,-0.0028558441558448,,-2.8558441558448552e-06,-2.855844155844854,4.690361878474916e-12,-3.034151552026305e-13,4.993777033677547e-12,3.550347755958876e-09,3.6081481031638103e-09,-6.484791366101602e-11,-7.333030527732667e-11,8.482391616310648e-12,3.550367543646413e-09,-7.067354143619045e-12,-7.420762679229547,-0.0074207626792295
5335.1,3.537641073480663e-09,1.9484645745856243e-08,-0.0233076933333441,-0.0031040266666682,,-3.104026666668225e-06,-3.1040266666682244,-9.68754143657739e-13,-3.068212805806746e-13,-6.619328630770641e-13,3.55035037714645e-09,3.60814386056159e-09,-7.050278708092753e-11,-7.332908431004727e-11,2.82629722911973e-12,3.550367543646413e-09,-1.27264701657517e-11,-8.065652040641746,-0.0080656520406417
5335.200000000002,3.5410036917582722e-09,1.9452767292817368e-08,-0.0297173636363855,-0.0033943116883105,,-3.3943116883105937e-06,-3.394311688310593,2.3938641339520115e-12,-3.10229551180012e-13,2.704093685132024e-12,3.5503529894969366e-09,3.6081396184982014e-09,-6.713592673992994e-11,-7.332786430402649e-11,6.191937564096549e-12,3.5503672259668277e-09,-9.363534208555024e-12,-8.819942589211882,-0.0088199425892118
5335.3,3.5467789664835222e-09,1.9494948232044305e-08,-0.030925,-0.0032389333333336,,-3.238933333333684e-06,-3.238933333333684,8.169138859201591e-12,-3.1363996056305253e-13,8.482778819764643e-12,3.5503555928151274e-09,3.6081353769738635e-09,-6.135641049034254e-11,-7.332664525424932e-11,1.197023476390678e-11,3.550268782320443e-09,-3.489815836920725e-12,-8.416200005635355,-0.0084162000056353
5335.4000000000015,3.543679460773458e-09,1.9540298883977736e-08,-0.0320811486486532,-0.0031617297297296,,-3.161729729729661e-06,-3.1617297297296614,5.0696331491378765e-12,-3.17052502021797e-13,5.386685651159673e-12,3.550358186904876e-09,3.608131135988789e-09,-6.445167521533026e-11,-7.332542715570079e-11,8.873751940370539e-12,3.550268782320443e-09,-6.589321546984441e-12,-8.215590452360457,-0.0082155904523604
5335.5,3.5414269558011158e-09,1.9490862419889496e-08,-0.0332440526315769,-0.003475157894737,,-3.475157894737053e-06,-3.4751578947370536,2.817128176795942e-12,-3.2046716884824333e-13,3.137595345644185e-12,3.5503607715696803e-09,3.608126895543189e-09,-6.669993974207343e-11,-7.33242100033658e-11,6.624270261292366e-12,3.550268782320443e-09,-8.841826519326372e-12,-9.030017256689415,-0.0090300172566894
5335.6,3.545156237569075e-09,1.945858434806637e-08,-0.0360852533333449,-0.0033797866666672,,-3.379786666667205e-06,-3.3797866666672047,6.546409944754754e-12,-3.238839543343889e-13,6.870293899089143e-12,3.550363346612369e-09,3.6081226556372795e-09,-6.29664180682049e-11,-7.332299379222934e-11,1.0356575724024454e-11,3.5502605618784413e-09,-5.104324309366276e-12,-8.782200075039441,-0.0087822000750394
5335.700000000002,3.548363176243105e-09,1.9475396502762525e-08,-0.0384595308642125,-0.003449802469136,,-3.449802469136099e-06,-3.4498024691361,9.753348618784284e-12,-3.273028514584717e-13,1.0080651470242756e-11,3.5503659118348762e-09,3.608118416271276e-09,-5.975524002817097e-11,-7.332177851727642e-11,1.3566538489105435e-11,3.5502605618784413e-09,-1.8973856353367464e-12,-8.964132500467528,-0.0089641325004675
5335.8,3.550595772928169e-09,1.948728702209944e-08,-0.039049106666667,-0.0033643466666672,,-3.364346666667211e-06,-3.3643466666672106,1.1985945303848363e-11,-3.307238531987288e-13,1.2316669157047091e-11,3.550368467038612e-09,3.6081141774453907e-09,-5.7518404517222494e-11,-7.332056417349197e-11,1.5802159656269484e-11,3.5503672259668277e-09,2.285469613413297e-13,-8.742080037140045,-0.00874208003714
5335.9000000000015,3.548680451933701e-09,1.949313785082872e-08,-0.0420536800000561,-0.003682120000002,,-3.682120000002098e-06,-3.6821200000020986,1.0070624309381056e-11,-3.3414695253339613e-13,1.040477126191445e-11,3.550371012024789e-09,3.608109939159841e-09,-5.942948722613923e-11,-7.331935075586105e-11,1.388986352972182e-11,3.5503672259668277e-09,-1.6867740331259808e-12,-9.567797535638592,-0.0095677975356385
5336.0,3.543217468508304e-09,1.9452938314917564e-08,-0.0433761866666571,-0.0036487333333323,,-3.648733333332381e-06,-3.648733333332381,4.607640883984222e-12,-3.375721424407072e-13,4.945213026424929e-12,3.5503735465946413e-09,3.608105701414838e-09,-6.488823290653393e-11,-7.331813825936864e-11,8.429905352834698e-12,3.5503672259668277e-09,-7.149757458522812e-12,-9.48104401671864,-0.0094810440167186
5336.1,3.541546493370165e-09,1.9386722845303912e-08,-0.0456192702702709,-0.0036692702702702,,-3.66927027027022e-06,-3.66927027027022,2.936665745845105e-12,-3.409994158988948e-13,3.277665161744001e-12,3.550376070549229e-09,3.6081014642105965e-09,-6.655497084043117e-11,-7.331692667899982e-11,6.761955838568648e-12,3.550367543646413e-09,-8.821050276248857e-12,-9.5344081804676,-0.0095344081804675
5336.200000000002,3.5412851674033126e-09,1.942791096685116e-08,-0.0479102191781734,-0.0038286027397297,,-3.828602739729737e-06,-3.828602739729736,2.6753397789928065e-12,-3.444287658861924e-13,3.019768544879e-12,3.550378583688903e-09,3.6080972275473324e-09,-6.681206014402061e-11,-7.331571600973966e-11,6.503655865719048e-12,3.550450676243096e-09,-9.165508839783172e-12,-9.948425325112831,-0.0099484253251128
5336.3,3.546661220994508e-09,1.9489966651933688e-08,-0.0495469999999976,-0.0037634999999995,,-3.763499999999597e-06,-3.763499999999597,8.05139337018815e-12,-3.47860185053067e-13,8.399253555241219e-12,3.5503810858131273e-09,3.6080929914252595e-09,-6.143177043075274e-11,-7.331450624657323e-11,1.1882735815820483e-11,3.550450676243096e-09,-3.7894552485878286e-12,-9.779259237980147,-0.0097792592379801
5336.4000000000015,3.552272669613296e-09,1.948557991160217e-08,-0.0524657600000021,-0.0039402000000004,,-3.940200000000441e-06,-3.940200000000441,1.3662841988976014e-11,-3.512936657480092e-13,1.4014135654724023e-11,3.550383576720457e-09,3.608088755844594e-09,-5.5816086231298204e-11,-7.331329738448566e-11,1.7497211153187442e-11,3.550450676243096e-09,1.821993370200037e-12,-10.238405008502143,-0.0102384050085021
5336.5,3.5557467027624222e-09,1.947789074033144e-08,-0.052618,-0.003986210526316,,-3.986210526316036e-06,-3.986210526316036,1.7136875138101568e-11,-3.547292003195086e-13,1.7491604338421074e-11,3.550386056209076e-09,3.608084520805548e-09,-5.233781804312606e-11,-7.3312089418462e-11,2.0974271375335943e-11,3.550450676243096e-09,5.2960265193255895e-12,-10.357960970908456,-0.0103579609709084
