t,E,current1_mA,coll_current,potential2,current1,current1_muA,cur1muA_filt,coll_cur_filt,coll_cur_norm,coll_cur_norm_filt,cur_H2O2,cur_H2O2_min,cur_H2O2_max,yield,yield_min,yield_max,j,current1_mA_geo
565.1599999999978,-0.0923002985073685,-0.032673597014906,0.0275044776118612,,-3.2673597014906015e-05,-32.67359701490601,-32.67359701490601,0.0322,0.0610298507462937,0.0610298507462937,-0.8718550106613391,-1.4067660235817905,-0.6316683894543732,5.1980519445487685,8.2555812095845,3.7932043584416175,-84.90064446554919,-0.0849006444655492
565.209999999998,-0.0946129850745316,-0.0331489701492341,0.0294447761193231,,-3.314897014923416e-05,-33.148970149234174,-33.148970149234174,0.0322,0.0594969696971287,0.0594969696971287,-0.8499567099589821,-1.3714324130323878,-0.6158028336368379,4.999903164468017,7.945633951160631,3.6476053545465086,-86.13587685969475,-0.0861358768596947
565.2599999999981,-0.0956378484848109,-0.033594727272709,0.0427727272721392,,-3.3594727272709074e-05,-33.594727272709086,-33.594727272709086,0.0322,0.0555575757577334,0.0555575757577334,-0.7936796536819065,-1.2806275776988874,-0.5750294973973541,4.615972210523111,7.344026079114758,3.3657219234315487,-87.29415358817567,-0.0872941535881756
565.3099999999979,-0.0968639090908492,-0.0339679090908954,0.045772727272917,,-3.396790909089546e-05,-33.96790909089547,-33.96790909089547,0.0356999999997564,0.0566363636363082,0.0566363636363082,-0.8090909090901179,-1.3054941326006797,-0.5861951187038036,4.653023027233249,7.402144467484048,3.392911679307584,-88.26384715611663,-0.0882638471561166
565.359999999998,-0.0981526060605692,-0.0343673939393702,0.0403151515154665,,-3.436739393937024e-05,-34.36739393937024,-34.36739393937024,0.0404515151514356,0.0571,0.0571,-0.8157142857142856,-1.316181163221972,-0.5909938267387143,4.636965446575895,7.3769579389838595,3.3811274747153184,-89.30188778183216,-0.0893018877818321
565.4099999999978,-0.0990654848484483,-0.0349545151514916,0.0325121212124335,,-3.495451515149165e-05,-34.95451515149164,-34.95451515149164,0.0424212121211332,0.0554515151517306,0.0554515151517306,-0.7921645021675799,-1.2781828321335478,-0.5739317537299661,4.43210116208088,7.05541073817469,3.230829398543821,-90.82749175086444,-0.0908274917508644
565.459999999998,-0.0982256363636735,-0.035215818181808,0.0377999999997624,,-3.52158181818081e-05,-35.215818181808096,-35.215818181808096,0.0406090909091711,0.0503000000002108,0.0503000000002108,-0.7185714285744405,-1.159438047466597,-0.5206127755706117,3.99935235503109,6.374872194211434,2.913624901107355,-91.50647410057472,-0.0915064741005747
565.5099999999981,-0.0998169999998751,-0.0357219696969425,0.044506060605761,,-3.572196969694258e-05,-35.72196969694258,-35.58863636361792,0.0399,0.05484545454527,0.05484545454527,-0.7835064935038583,-1.264212857457642,-0.5676589327659085,4.292542244436762,6.836135930482718,3.1284912753347647,-92.8216825183234,-0.0928216825183233
565.5599999999979,-0.1020657272727,-0.0363029393939213,0.0456424242429153,,-3.630293939392136e-05,-36.30293939392136,-35.89,0.0409424242422879,0.0567121212120961,0.0567121212120961,-0.8101731601728016,-1.3072403794347134,-0.5869792213241067,4.36596719820756,6.951524227282702,3.1823286326336664,-94.33130209482582,-0.0943313020948258
565.609999999998,-0.1027179999999733,-0.0367339999999823,0.0339000000004805,,-3.6733999999982345e-05,-36.73399999998236,-35.89,0.0441999999998666,0.0568784615384865,0.0568784615384865,-0.8125494505498078,-1.3110746001751563,-0.5887008694157784,4.328224363841195,6.892217265725789,3.154653096922413,-95.4513906862837,-0.0954513906862837
