t,ion_current_M2,ion_current_M32,E,current1_mA,coll_current,current1,current1_muA,ion_current_M2_sBG_sub,ion_current_M2_sBG_ALS,ion_current_M2_sBG_ALS_sub,ion_current_M2_ALS,ion_current_M2_UVS,ion_current_M2_UVS_sub,ion_current_M2_UVS_ALS,ion_current_M2_UVS_ALS_sub,ion_current_M2_MF,ion_current_M2_MF_sub,ion_current_M32_sBG_sub,ion_current_M32_sBG_ALS,ion_current_M32_sBG_ALS_sub,ion_current_M32_ALS,ion_current_M32_UVS,ion_current_M32_UVS_sub,ion_current_M32_UVS_ALS,ion_current_M32_UVS_ALS_sub,ion_current_M32_MF,ion_current_M32_MF_sub,j,current1_mA_geo
97.9,1.3847271491712706e-10,1.3852875989010985e-07,0.7864550701754385,0.000237,,2.37e-07,0.237,2.053783030174397e-11,1.4852549680542448e-11,5.685280621201526e-12,1.5884155793802794e-10,3.1554772741078316e-10,-1.7707501249365616e-10,-2.0818004539719824e-10,3.110503290354206e-11,1.4710481602209966e-10,-8.632101104972598e-12,5.757420370226463e-08,5.30024666626367e-08,4.571737039627949e-09,1.5884155793802794e-10,1.3601658072999486e-07,2.5121791601150127e-09,-2.162486476777024e-09,4.674665636892037e-09,1.3818885604395606e-07,3.399038461537872e-10,0.6158321879637421,0.0006158321879637
98.0,1.3849584751381216e-10,1.3834386978021974e-07,0.7799276428571433,0.0026356428571428,,2.6356428571428857e-06,2.6356428571428854,2.056096289842907e-11,1.4855496528581228e-11,5.705466369847834e-12,1.5882750498838603e-10,3.154245896261246e-10,-1.7692874211231256e-10,-2.08053826453546e-10,3.112508434123344e-11,1.4710481602209966e-10,-8.608968508287504e-12,5.738931359237455e-08,5.2983394434561874e-08,4.4059191578126785e-09,1.5882750498838603e-10,1.359943161043552e-07,2.34955367586462e-09,-2.161583823249472e-09,4.511137499114092e-09,1.381857784530387e-07,1.5809132718109348e-10,6.848581043904268,0.0068485810439042
98.1,1.3850833370165746e-10,1.381857784530387e-07,0.776606857142857,0.0021801428571427,,2.180142857142757e-06,2.180142857142757,2.0573449086274376e-11,1.4858427603320627e-11,5.715021482953753e-12,1.5881342536216066e-10,3.1530152289650416e-10,-1.7679318919484675e-10,-2.0792763832874501e-10,3.113444913389826e-11,1.4710481602209966e-10,-8.596482320442195e-12,5.7231222265193465e-08,5.2964323603075664e-08,4.266898662117808e-09,1.5881342536216066e-10,1.3597205968353208e-07,2.2137187695065944e-09,-2.160681384193918e-09,4.3744001537005126e-09,1.3818307679558014e-07,2.7016574585338408e-12,5.664987956910329,0.0056649879569103
98.2,1.3840131703296706e-10,1.3810014309392265e-07,0.7714858518518518,0.0001828518518518,,1.828518518518359e-07,0.1828518518518359,2.0466432417583976e-11,1.4861342897896005e-11,5.605089519687972e-12,1.5879931930390258e-10,3.1517852719293696e-10,-1.7677721015996995e-10,-2.0780148105438427e-10,3.102427089441429e-11,1.4710481602209966e-10,-8.703498989132595e-12,5.714558690607741e-08,5.2945254174065095e-08,4.2003327320123154e-09,1.5879931930390258e-10,1.359498114651519e-07,2.150331628770753e-09,-2.159779159858148e-09,4.310110788628901e-09,1.3817780384615381e-07,-7.766075223118668e-11,0.4751310379710469,0.000475131037971
98.3,1.3809082252747248e-10,1.380605585635359e-07,0.7661250526315788,0.002303,,2.303e-06,2.303,2.015593791208945e-11,1.4864242405442752e-11,5.291695506646695e-12,1.5878518705613188e-10,3.1505560248644577e-10,-1.7696477995897326e-10,-2.0767535466205263e-10,3.0710574703079376e-11,1.4710481602209966e-10,-9.013993494627122e-12,5.7106002375690687e-08,5.2926186153417314e-08,4.179816222273379e-09,1.5878518705613188e-10,1.3592757144684154e-07,2.1329871166943684e-09,-2.158877150489942e-09,4.291864267184311e-09,1.381657098901099e-07,-1.0515132657398139e-10,5.984225860255266,0.0059842258602552
98.4,1.3771766906077349e-10,1.3807503370165746e-07,0.7597102857142854,-0.0001807142857142,,-1.8071428571424826e-07,-0.1807142857142482,1.97827844453904e-11,1.4867126119096244e-11,4.9156583262941535e-12,1.5877102885932884e-10,3.1493274874806076e-10,-1.7721507968728728e-10,-2.0754925918333927e-10,3.0334179496052054e-11,1.4710481602209966e-10,-9.387146961326172e-12,5.712047751381225e-08,5.29071195470194e-08,4.2133579667928486e-09,1.5877102885932884e-10,1.3590533962622814e-07,2.169694075429317e-09,-2.1579753563370863e-09,4.327669431766403e-09,1.381309966850829e-07,-5.5962983425426785e-11,-0.4695766834080602,-0.000469576683408
98.5,1.372932491712707e-10,1.379615642857143e-07,0.7552676607142859,0.0022598214285716,,2.2598214285716144e-06,2.2598214285716143,1.9358364555887638e-11,1.4869994031991846e-11,4.488370523895792e-12,1.587568449519044e-10,3.1480996594881925e-10,-1.7751671677754863e-10,-2.0742319464983326e-10,2.990647787228466e-11,1.4710481602209966e-10,-9.811566850828931e-12,5.700700809786912e-08,5.2888054360758434e-08,4.118953737110696e-09,1.587568449519044e-10,1.358831160009396e-07,2.078448284774737e-09,-2.1570737776473616e-09,4.235522062422099e-09,1.3812184505494506e-07,-1.6028076923070063e-10,5.872028585504669,0.0058720285855046
98.6,1.3782506464088403e-10,1.3777920164835165e-07,0.7524515,0.0020232499999998,,2.023249999999858e-06,2.0232499999998583,1.989018002550097e-11,1.4872846137264914e-11,5.017333888236049e-12,1.5874263557016416e-10,3.1468725405976587e-10,-1.768621894188818e-10,-2.0729716109312364e-10,3.043497167424182e-11,1.4710481602209966e-10,-9.279751381215603e-12,5.6824645460506426e-08,5.286899060052148e-08,3.955654859984956e-09,1.5874263557016416e-10,1.3586090056860404e-07,1.9183010797476067e-09,-2.1561724146685517e-09,4.074473494416159e-09,1.3810014309392265e-07,-3.2094144557097926e-10,5.257310018133139,0.0052573100181331
98.7,1.3869285469613258e-10,1.37858117679558e-07,0.7454745272727269,0.003092054545454,,3.092054545454059e-06,3.092054545454058,2.075797008074947e-11,1.4875682428050835e-11,5.882287652698633e-12,1.5872840094826728e-10,3.1456461305195257e-10,-1.758717583558201e-10,-2.0717115854479948e-10,3.129940018897941e-11,1.4710481602209966e-10,-8.411961325967104e-12,5.6903561491712784e-08,5.284992827219568e-08,4.053633219517115e-09,1.5872840094826728e-10,1.3583869332685008e-07,2.019424352707949e-09,-2.1552712676484382e-09,4.174695620356387e-09,1.3807503370165746e-07,-2.1691602209945446e-10,8.034543105612686,0.0080345431056126
98.8,1.3863402857142856e-10,1.3799052637362637e-07,0.7403934310344822,0.0014455689655167,,1.4455689655167068e-06,1.4455689655167068,2.0699143956045468e-11,1.4878502897484967e-11,5.820641058560503e-12,1.5871414131828139e-10,3.144420428964384e-10,-1.7580801432500982e-10,-2.0704518703644976e-10,3.123717271143996e-11,1.4710481602209966e-10,-8.470787450671099e-12,5.703597018578117e-08,5.283086738166812e-08,4.20510280411305e-09,1.5871414131828139e-10,1.3581649427330674e-07,2.174032100319605e-09,-2.154370336834801e-09,4.328402437154406e-09,1.380605585635359e-07,-7.003218990953503e-11,3.756235860281168,0.0037562358602811
