t,ion_current_M2,ion_current_M32,ion_current_M44,chan_current,E,current1_mA,current1,current1_muA,ion_current_M2_sBG_sub,ion_current_M2_sBG_ALS,ion_current_M2_sBG_ALS_sub,ion_current_M2_ALS,ion_current_M2_UVS,ion_current_M2_UVS_sub,ion_current_M2_UVS_ALS,ion_current_M2_UVS_ALS_sub,ion_current_M2_MF,ion_current_M2_MF_sub,ion_current_M32_sBG_sub,ion_current_M32_sBG_ALS,ion_current_M32_sBG_ALS_sub,ion_current_M32_ALS,ion_current_M32_UVS,ion_current_M32_UVS_sub,ion_current_M32_UVS_ALS,ion_current_M32_UVS_ALS_sub,ion_current_M32_MF,ion_current_M32_MF_sub,ion_current_M44_sBG_sub,ion_current_M44_sBG_ALS,ion_current_M44_sBG_ALS_sub,ion_current_M44_ALS,ion_current_M44_UVS,ion_current_M44_UVS_sub,ion_current_M44_UVS_ALS,ion_current_M44_UVS_ALS_sub,ion_current_M44_MF,ion_current_M44_MF_sub,j,current1_mA_geo
156.8,9.492408612546127e-09,1.4007199742647066e-07,6.707395966789665e-10,2.514294066546986,0.204321936878685,-0.0455756728490701,-4.55756728490702e-05,-45.5756728490702,2.068382578142052e-11,-1.6352264709950568e-11,3.703609049137109e-11,4.3391040172511255e-09,9.541721712044044e-09,-4.931309949791612e-11,-1.1014689264421468e-10,6.083379314629856e-11,9.470331845588236e-09,2.2076766957893034e-11,3.407418014705927e-09,3.1819297078238936e-10,3.089225043923538e-09,4.3391040172511255e-09,1.3980106996759377e-07,2.7092745887691235e-10,-6.351412760612179e-10,9.060687349381299e-10,1.3981004411764709e-07,2.619533088235745e-10,-3.685005526915389e-12,-3.770421390667218e-12,8.541586375182912e-14,4.3391040172511255e-09,6.731008223071302e-10,-2.3612256281637053e-12,-2.8064290749943225e-12,4.4520344683061723e-13,6.729080632352941e-10,-2.168466556327285e-12,-118.42601826397728,-0.1184260182639772
156.9,9.49306982352941e-09,1.4031674007352948e-07,6.710371981549813e-10,2.514218156340858,0.1999455028251211,-0.0458833048529936,-4.588330485299374e-05,-45.88330485299375,2.1345036764702197e-11,-1.6319391092425706e-11,3.7664427857127903e-11,4.330130186128553e-09,9.541962162663812e-09,-4.8892339134399225e-11,-1.0997103313513534e-10,6.107869400073609e-11,9.470331845588236e-09,2.2737977941174714e-11,3.6521606617647485e-09,3.1737548729270725e-10,3.334785174472042e-09,4.330130186128553e-09,1.3979994787438736e-07,5.167921991421216e-10,-6.340387706798178e-10,1.150830969821939e-09,1.3981004411764709e-07,5.066959558823964e-10,-3.3874040509005604e-12,-3.7630033610340356e-12,3.75599310133476e-13,4.330130186128553e-09,6.73103875543925e-10,-2.066677388943465e-12,-2.8009692161991047e-12,7.342918272556399e-13,6.728996316176474e-10,-1.8624334626657267e-12,-119.22538404483768,-0.1192253840448376
157.0,9.477933794117648e-09,1.404112419117647e-07,6.713347996309964e-10,2.5141048777813872,0.1955011360418486,-0.0463423750100815,-4.634237501008159e-05,-46.34237501008159,6.20900735293814e-12,-1.6286522523237993e-11,2.2495529876176133e-11,4.32115687064996e-09,9.542202736701697e-09,-6.426894258404984e-11,-1.0979517173696532e-10,4.552622915291549e-11,9.470331845588236e-09,7.601948529410654e-12,3.746662499999954e-09,3.165588947167717e-10,3.430103605283182e-09,4.32115687064996e-09,1.397988254124103e-07,6.124164993543831e-10,-6.329361081803967e-10,1.2453526075347802e-09,1.3981004411764709e-07,6.01197794117601e-10,-3.0898025748858352e-12,-3.755586876409612e-12,6.657843015237762e-13,4.32115687064996e-09,6.731069248696278e-10,-1.772125238631412e-12,-2.795510416354864e-12,1.023385177723452e-12,6.728996316176474e-10,-1.5648319866510013e-12,-120.41825399955609,-0.120418253999556
157.10000000000002,9.462797764705878e-09,1.4042484485294117e-07,6.737095768382368e-10,2.514007207430191,0.1910426057304637,-0.0467381916913295,-4.673819169132963e-05,-46.73819169132963,-8.927022058830883e-12,-1.6253659077178957e-11,7.326637018348074e-12,4.312184102945586e-09,9.542443432939812e-09,-7.964566823393442e-11,-1.0961930839160826e-10,2.9973640157673836e-11,9.470412919117643e-09,-7.615154411765859e-12,3.7602654411764335e-09,3.1574319370287353e-10,3.444522247473559e-09,4.312184102945586e-09,1.3979770257109873e-07,6.271422818424392e-10,-6.318332889944626e-10,1.258975570836902e-09,1.3981004411764709e-07,6.148007352940794e-10,-7.150253676454275e-13,-3.748171947273795e-12,3.033146579628368e-12,4.312184102945586e-09,6.731099702705634e-10,5.996065676733961e-13,-2.7900526821678986e-12,3.389659249841295e-12,6.728996316176474e-10,8.099452205894066e-13,-121.44676308329248,-0.1214467630832924
157.20000000000002,9.465857926470591e-09,1.4043844779411764e-07,6.767767459558835e-10,2.513875409752332,0.1864333486106064,-0.0472723120134903,-4.727231201349036e-05,-47.27231201349037,-5.866860294118722e-12,-1.6220800829040095e-11,1.0353940534921372e-11,4.303211915145673e-09,9.542684250157021e-09,-7.682632368642985e-11,-1.0944344304096767e-10,3.261711935453784e-11,9.470433882352944e-09,-4.575955882353013e-12,3.773868382352911e-09,3.1492838489930447e-10,3.4589399974536073e-09,4.303211915145673e-09,1.397965793397967e-07,6.418684543209553e-10,-6.307303135535231e-10,1.2725987678744784e-09,1.3981004411764709e-07,6.28403676470558e-10,2.352143750001611e-12,-3.7407585841064345e-12,6.0929023341080455e-12,4.303211915145673e-09,6.731130117330186e-10,3.663734222865218e-12,-2.784596020344509e-12,6.448330243209726e-12,6.728996316176474e-10,3.877114338236445e-12,-122.83464699313276,-0.1228346469931327
157.3,9.472384029411764e-09,1.4049530257352942e-07,6.796613926470576e-10,2.5137396911488894,0.1819905616314731,-0.0478223221909928,-4.782232219099284e-05,-47.82232219099284,6.59242647056751e-13,-1.61879478536129e-11,1.684719050066965e-11,4.2942403393804675e-09,9.54292518712894e-09,-7.054115771717615e-11,-1.0926757562394987e-10,3.8726417906773745e-11,9.470532849264706e-09,1.851180147059305e-12,3.830723161764689e-09,3.1411446895435703e-10,3.5166086928103317e-09,4.2942403393804675e-09,1.3979545570775606e-07,6.998468657733625e-10,-6.296271822890874e-10,1.32947404806245e-09,1.3981004411764709e-07,6.852584558823358e-10,5.2367904411753785e-12,-3.733346797387377e-12,8.970137238562755e-12,4.2942403393804675e-09,6.731160492432432e-10,6.545343403814065e-12,-2.7791404375909928e-12,9.324483841405056e-12,6.729080632352941e-10,6.753329411763483e-12,-124.26381986660816,-0.1242638198666081
157.4,9.47662607352941e-09,1.405554128676471e-07,6.766444808823521e-10,2.5136067049777777,0.1773521361213824,-0.0483612589743323,-4.836125897433248e-05,-48.361258974332486,4.901286764702249e-12,-1.6155100225688916e-11,2.1056386990391164e-11,4.285269407780212e-09,9.543166242627954e-09,-6.654016909854289e-11,-1.0909170607946115e-10,4.255153698091825e-11,9.470557544117649e-09,6.068529411763771e-12,3.890833455882338e-09,3.1330144651632336e-10,3.5775320093660147e-09,4.285269407780212e-09,1.397943316641363e-07,7.610812035108011e-10,-6.285238956326626e-10,1.389605099143464e-09,1.3981004411764709e-07,7.453687499999851e-10,2.2198786764698693e-12,-3.725936597596462e-12,5.945815274066331e-12,4.285269407780212e-09,6.731190827874491e-10,3.5253980949026186e-12,-2.7736859406136497e-12,6.2990840355162676e-12,6.729196724264703e-10,3.724808455881464e-12,-125.664219100609,-0.125664219100609
157.5,9.464118352941176e-09,1.406281540441177e-07,6.736275691176466e-10,2.513465872230562,0.1727096032613013,-0.0489319946165351,-4.893199461653517e-05,-48.93199461653517,-7.60643382353377e-12,-1.6122258020059663e-11,8.515824196525893e-12,4.276299152475154e-09,9.543407415423174e-09,-7.928906248199885e-11,-1.0891583434640768e-10,2.9626771864408854e-11,9.470557544117649e-09,-6.439191176472248e-12,3.9635746323529355e-09,3.12489318233497e-10,3.6510853141194364e-09,4.276299152475154e-09,1.397932071980041e-07,8.349468461135554e-10,-6.27420454015757e-10,1.4623673001293127e-09,1.3981004411764709e-07,8.181099264705814e-10,-7.970330882356399e-13,-3.7185279952135294e-12,2.9214949069778904e-12,4.276299152475154e-09,6.731221123518103e-10,5.054567658362721e-13,-2.7682325361187797e-12,3.2736893019550522e-12,6.729196724264703e-10,7.078966911759546e-13,-127.14724601742996,-0.1271472460174299
157.60000000000002,9.451610632352935e-09,1.4074841139705886e-07,6.718390323529415e-10,2.5133091712299893,0.1681696533899525,-0.0495670375874613,-4.956703758746136e-05,-49.56703758746136,-2.0114154411773096e-11,-1.608942131151668e-11,-4.024733100256418e-12,4.267329605595541e-09,9.543648704280482e-09,-9.203807192754704e-11,-1.0873996036369579e-10,1.6701888436148758e-11,9.470557544117649e-09,-1.8946911764711568e-11,4.0838319852941305e-09,3.1167808475417087e-10,3.772153900539959e-09,4.267329605595541e-09,1.3979208229833365e-07,9.563290987252116e-10,-6.263168578698782e-10,1.5826459565950902e-09,1.3980554243542436e-07,9.42868961634501e-10,-2.585569852940732e-12,-3.711121000718421e-12,1.1255511477776897e-12,4.267329605595541e-09,6.731251379224621e-10,-1.2861055695205952e-12,-2.762780230812681e-12,1.476674661292086e-12,6.729196724264703e-10,-1.080640073529137e-12,-128.7973721872041,-0.1287973721872041
157.70000000000002,9.44894982352942e-09,1.4086866875000008e-07,6.727846205882355e-10,2.5131592409131107,0.1633861687908861,-0.0501746418370491,-5.01746418370492e-05,-50.1746418370492,-2.2774963235289992e-11,-1.605659017485147e-11,-6.718373060438522e-12,4.2583607992716195e-09,9.543890107962496e-09,-9.494028443307896e-11,-1.0856408406726902e-10,1.362379963419006e-11,9.470557544117649e-09,-2.160772058822847e-11,4.204089338235298e-09,3.108677467266391e-10,3.893221591508659e-09,4.2583607992716195e-09,1.397909569540059e-07,1.0777117959941187e-09,-6.252131076265351e-10,1.7029249036206531e-09,1.3980317463235294e-07,1.065494117647088e-09,-1.6399816176467313e-12,-3.703715624590974e-12,2.063734006944243e-12,4.2583607992716195e-09,6.731281594855029e-10,-3.435388972674021e-13,-2.757329031401653e-12,2.413790134134252e-12,6.729196724264703e-10,-1.3505183823513674e-13,-130.37620026500895,-0.1303762002650089
157.8,9.461059382352946e-09,1.4091043602941177e-07,6.737302088235295e-10,2.5129753378418096,0.1586119041158876,-0.050919923311541,-5.0919923311541045e-05,-50.91992331154105,-1.0665404411762943e-11,-1.6023764685257966e-11,5.3583602734950216e-12,4.249392765633638e-09,9.544131625228592e-09,-8.307224287564774e-11,-1.0838820539140078e-10,2.5315962515753023e-11,9.470557544117649e-09,-9.498161764701424e-12,4.2458566176470325e-09,3.100583047991956e-10,3.935798312847837e-09,4.249392765633638e-09,1.3978983115380885e-07,1.1206048756029383e-09,-6.241092037172343e-10,1.7447140793201721e-09,1.3980113970588237e-07,1.1092963235293975e-09,-6.943933823527311e-13,-3.696311877311032e-12,3.0019184949583008e-12,4.249392765633638e-09,6.731311770269925e-10,5.990317965366141e-13,-2.751878944591997e-12,3.350910741128611e-12,6.72920358088235e-10,8.09850735294158e-13,-132.31277545946108,-0.132312775459461
157.9,9.473168941176473e-09,1.408705095588235e-07,6.733020297794115e-10,2.512781339380621,0.1539736417522128,-0.0517061171373498,-5.170611713734988e-05,-51.70611713734988,1.4441544117641025e-12,-1.5990944918601916e-11,1.7435099330366018e-11,4.2404255368118495e-09,9.544373254834876e-09,-7.120431365840302e-11,-1.08212324269002e-10,3.7008010610598993e-11,9.470557544117649e-09,2.6113970588256244e-12,4.205930147058779e-09,3.092497596201351e-10,3.8966803874386444e-09,4.2404255368118495e-09,1.3978870488643694e-07,1.0818046723865983e-09,-6.23005146573484e-10,1.7048098189600827e-09,1.397949838235294e-07,1.0755257352941072e-09,-1.1225724264703906e-12,-3.688909769358438e-12,2.5663373428880475e-12,4.2404255368118495e-09,6.73134190532954e-10,1.67839246457802e-13,-2.7464299770900124e-12,2.9142692235478144e-12,6.72956445588235e-10,3.455841911765753e-13,-134.3556592734334,-0.1343556592734333
158.0,9.47871525e-09,1.4083058308823528e-07,6.719191988970585e-10,2.5126046282502914,0.1492398798120645,-0.0524222527126796,-5.242225271267972e-05,-52.42225271267971,6.990463235292568e-12,-1.5958130950749036e-11,2.2948594186041603e-11,4.2314591449365e-09,9.5446149955342e-09,-6.589974553419815e-11,-1.0803644063045208e-10,4.2136695096253936e-11,9.470557544117649e-09,8.15770588235409e-12,4.1660036764705516e-09,3.0844211183775287e-10,3.857561564632798e-09,4.2314591449365e-09,1.397875781404911e-07,1.0430049477442174e-09,-6.219009366267914e-10,1.6649058843710096e-09,1.397929216911765e-07,1.037661397058791e-09,-2.505403308823373e-12,-3.6815093112130295e-12,1.1761060023896566e-12,4.2314591449365e-09,6.731371999893703e-10,-1.2180010923114433e-12,-2.740982135602e-12,1.522981043290557e-12,6.72956445588235e-10,-1.037246691176407e-12,-136.2165003630285,-0.1362165003630285
158.10000000000002,9.481172970588236e-09,1.407475538745387e-07,6.705363680147052e-10,2.51241094454181,0.1444522084122249,-0.0532071709787073,-5.320717097870735e-05,-53.20717097870735,9.448183823527778e-12,-1.5925322857565087e-11,2.5373506681092865e-11,4.222493622137844e-09,9.544856846076152e-09,-6.368387548791696e-11,-1.0786055440613034e-10,4.4176678918213375e-11,9.470631586715867e-09,1.0541383872368895e-11,4.082974462773972e-09,3.076353621003446e-10,3.775339100673627e-09,4.222493622137844e-09,1.3978645090447856e-07,9.611029700601455e-10,-6.207965743086647e-10,1.5818995443688103e-09,1.3978683529411765e-07,9.607185804210559e-10,-3.8882341911766654e-12,-3.674110513354647e-12,-2.1412367782201885e-13,4.222493622137844e-09,6.73140205382187e-10,-2.603837367481793e-12,-2.7355354268342597e-12,1.3169805935246713e-13,6.72956445588235e-10,-2.4200775735296995e-12,-138.25606970117414,-0.1382560697011741
158.20000000000002,9.483630691176472e-09,1.4065164981549813e-07,6.704293345588234e-10,2.5122149328257035,0.1397228640342271,-0.0540015236763762,-5.400152367637633e-05,-54.00152367637633,1.1905904411762988e-11,-1.5892520714915802e-11,2.7798425126678797e-11,4.213529000546133e-09,9.545098805207073e-09,-6.146811403059951e-11,-1.0768466552641607e-10,4.621655149581656e-11,9.47065406617647e-09,1.2976625000001086e-11,3.987070403733394e-09,3.0682951105620583e-10,3.6802408926771884e-09,4.213529000546133e-09,1.3978532316681277e-07,8.663266486853801e-10,-6.1969206005061e-10,1.4860187087359903e-09,1.3978607352941177e-07,8.65576286086357e-10,-3.995267647058597e-12,-3.666713386263125e-12,-3.2855426079547226e-13,4.213529000546133e-09,6.731432066973124e-10,-2.713872138489107e-12,-2.7300898574930928e-12,1.6217719003985852e-14,6.72956445588235e-10,-2.5271110294116308e-12,-140.32015391982554,-0.1403201539198255
158.3,9.475123588235292e-09,1.405571830882353e-07,6.705129375e-10,2.512020897734697,0.1350220770115237,-0.0547878659473662,-5.47878659473663e-05,-54.7878659473663,3.398801470583033e-12,-1.5859724598666953e-11,1.9258526069249983e-11,4.204565312291621e-09,9.545340871670017e-09,-7.021728343472364e-11,-1.0750877392168859e-10,3.729149048696495e-11,9.470720845588241e-09,4.402742647050659e-12,3.892603676470538e-09,3.0602455935363315e-10,3.586579117116905e-09,4.204565312291621e-09,1.3978419491581278e-07,7.729881724224892e-10,-6.185873942841351e-10,1.391575566706624e-09,1.3978503124999998e-07,7.721518382352863e-10,-3.911664705882195e-12,-3.659317940439715e-12,-2.5234676544247973e-13,4.204565312291621e-09,6.731462039206158e-10,-2.6332664206157898e-12,-2.724645434271627e-12,9.137901365583689e-14,6.72920358088235e-10,-2.407420588235306e-12,-142.3634234608894,-0.1423634234608894
158.4,9.466159617647058e-09,1.404852345588235e-07,6.707240514705887e-10,2.511811828336283,0.1302674854003551,-0.0556351359163732,-5.563513591637333e-05,-55.63513591637333,-5.565169117650787e-12,-1.5826934584684263e-11,1.0261765467033476e-11,4.195602589504562e-09,9.545583044204784e-09,-7.942342655772664e-11,-1.0733287952232719e-10,2.7909452964600542e-11,9.470881852941177e-09,-4.7222352941190475e-12,3.820655147058774e-09,3.0522050764092313e-10,3.515434639417851e-09,4.195602589504562e-09,1.397830661397036e-07,7.021684191198984e-10,-6.17482577440746e-10,1.319650996560645e-09,1.3978361143911442e-07,7.01623119709086e-10,-3.7005507352935305e-12,-3.651924186418521e-12,-4.862654887500972e-14,4.195602589504562e-09,6.731491970379271e-10,-2.4251455673384123e-12,-2.7192021638613705e-12,2.9405659652295813e-13,6.729196724264703e-10,-2.195620955881936e-12,-144.5650104600859,-0.1445650104600858
158.5,9.460402911764706e-09,1.4041328602941174e-07,6.716577279411768e-10,2.51160473186794,0.1254119842097331,-0.0564744104330878,-5.647441043308792e-05,-56.474410433087925,-1.1321875000002167e-11,-1.5794150748833486e-11,4.472275748831319e-12,4.18664086431521e-09,9.545825321547908e-09,-8.542240978320184e-11,-1.0715698225871123e-10,2.1734572475509404e-11,9.470881852941177e-09,-1.0478941176470427e-11,3.74870661764701e-09,3.0441735656637286e-10,3.444289261080637e-09,4.18664086431521e-09,1.397819368266156e-07,6.31349202796148e-10,-6.163776099519505e-10,1.247726812748099e-09,1.3978222647058826e-07,6.310595588234785e-10,-2.766874264705421e-12,-3.644532134758874e-12,8.776578700534535e-13,4.18664086431521e-09,6.73152186035039e-10,-1.4944580938624469e-12,-2.713760052944693e-12,1.2193019590822458e-12,6.729080632352941e-10,-1.2503352941173165e-12,-146.7458216918604,-0.1467458216918604
