t,ion_current_M2,ion_current_M32,ion_current_M44,E,current1_muA,j,current1_mA_geo
115.2,8.79136325735294e-09,4.0920563823529413e-08,5.72608519117647e-10,0.1486897046218863,-4.553705880621093,-11.832568167958849,-0.0118325681679588
115.3,8.791471040441176e-09,4.0935299117647055e-08,5.74281975e-10,0.1438007749467368,-4.548642826024642,-11.819412083613225,-0.0118194120836132
115.4,8.789596408088237e-09,4.092169511029413e-08,5.75955430882353e-10,0.1388497406179091,-4.478044230392278,-11.635965300425688,-0.0116359653004256
115.5,8.787761070110703e-09,4.090458849264706e-08,5.734157875000001e-10,0.1341958647697456,-4.510250274071439,-11.719651031837476,-0.0117196510318374
115.6,8.786447785977861e-09,4.0890210625e-08,5.707901624999999e-10,0.1293947112956972,-4.52881101553146,-11.767880154299728,-0.0117678801542997
115.7,8.78513450184502e-09,4.0889155477941176e-08,5.685465080882353e-10,0.1245454498908837,-4.525769068594495,-11.759975813211708,-0.0117599758132117
115.8,8.784537794117648e-09,4.088810033088237e-08,5.67390000735294e-10,0.1196890310638138,-4.494979127922294,-11.679969751897636,-0.0116799697518976
115.9,8.785215000000001e-09,4.088686650735294e-08,5.662334933823531e-10,0.1148227604024715,-4.562018914807467,-11.854169155434004,-0.011854169155434
116.0,8.785892205882353e-09,4.0885414301470585e-08,5.669838904059035e-10,0.1101166449529136,-4.541610043703551,-11.801137764101536,-0.0118011377641015
116.1,8.782994117647061e-09,4.088396209558824e-08,5.693586874538744e-10,0.1052388487185972,-4.56563856108736,-11.863574618253418,-0.0118635746182534
116.2,8.778084926470592e-09,4.086408544117648e-08,5.71733484501845e-10,0.1002972190463416,-4.603682897765704,-11.962430850727062,-0.011962430850727
116.3,8.773175735294121e-09,4.0837394264705886e-08,5.705947121323528e-10,0.0955135042138748,-4.578808270095981,-11.897795422952257,-0.0118977954229522
116.4,8.776998426470591e-09,4.0811417169117656e-08,5.687362930147055e-10,0.0906967042854657,-4.589225641121518,-11.92486442038469,-0.0119248644203846
116.5,8.781580411764706e-09,4.0856134080882344e-08,5.671818580882353e-10,0.0858525453929192,-4.571724201964269,-11.879387839925943,-0.0118793878399259
116.6,8.783372544117646e-09,4.0900850992647065e-08,5.68086931617647e-10,0.08105036220518,-4.585568482573574,-11.915361483885489,-0.0119153614838854
116.7,8.774005264705882e-09,4.0928302242647065e-08,5.689920051470586e-10,0.0761481763304562,-4.6041159039672594,-11.96355599484734,-0.0119635559948473
116.8,8.764637985294117e-09,4.091348238970588e-08,5.697408779411762e-10,0.0713548494573194,-4.59850614738185,-11.948979333784315,-0.0119489793337843
116.9,8.764231352941176e-09,4.089866253676471e-08,5.702454367647059e-10,0.0664199057346362,-4.577248971515589,-11.89374366659592,-0.0118937436665959
117.0,8.773532088235294e-09,4.0897564595588246e-08,5.707499955882351e-10,0.0616025778685246,-4.584156170304031,-11.911691663822026,-0.011911691663822
117.1,8.782832823529414e-09,4.090681827205884e-08,5.700167540441173e-10,0.056824013674885,-4.6077885339157225,-11.973099132977058,-0.011973099132977
117.2,8.787880911764706e-09,4.091607194852943e-08,5.68673849632353e-10,0.0520046654282489,-4.622311688520974,-12.010836795747894,-0.0120108367957478
117.3,8.79158605882353e-09,4.0935419778597794e-08,5.673309452205882e-10,0.0471388191043313,-4.579779422880925,-11.900318913013011,-0.011900318913013
117.4,8.794730808823528e-09,4.09565489298893e-08,5.684575867647058e-10,0.0423330429900122,-4.561049074237152,-11.851649075094793,-0.0118516490750947
117.5,8.784426029411764e-09,4.0971010514705883e-08,5.697142044117647e-10,0.0374034221669595,-4.612995355187731,-11.986628787560509,-0.0119866287875605
117.6,8.77412125e-09,4.094451419117647e-08,5.70862671323529e-10,0.0324362760778937,-4.661309957336652,-12.112171771324082,-0.012112171771324
117.7,8.769601176470588e-09,4.0918017867647074e-08,5.71649068382353e-10,0.0276650019832282,-4.680923403748129,-12.163136292915178,-0.0121631362929151
