t,ion_current_M2,ion_current_M32,E,current1_mA,coll_current,current1,current1_muA,ion_current_M2_sBG_sub,ion_current_M2_sBG_ALS,ion_current_M2_sBG_ALS_sub,ion_current_M2_ALS,ion_current_M2_UVS,ion_current_M2_UVS_sub,ion_current_M2_UVS_ALS,ion_current_M2_UVS_ALS_sub,ion_current_M2_MF,ion_current_M2_MF_sub,ion_current_M32_sBG_sub,ion_current_M32_sBG_ALS,ion_current_M32_sBG_ALS_sub,ion_current_M32_ALS,ion_current_M32_UVS,ion_current_M32_UVS_sub,ion_current_M32_UVS_ALS,ion_current_M32_UVS_ALS_sub,ion_current_M32_MF,ion_current_M32_MF_sub,j,current1_mA_geo
1534.2,1.9452667032967028e-10,7.366668276243102e-08,0.0093375714285682,-0.0068067142857147,,-6.806714285714746e-06,-6.8067142857147465,5.083726646225878e-11,-3.06742110990566e-12,5.3904687572164436e-11,1.4265203516621084e-10,1.6497885039066358e-10,2.95478199390067e-11,-2.4873206457267174e-11,5.442102639627388e-11,1.4316903259668282e-10,5.1357637732987447e-11,-1.2449069613266086e-09,-1.427314523104238e-09,1.8240756177762942e-10,1.4265203516621084e-10,7.355136826834547e-08,1.1531449408554019e-10,-1.4000608959163383e-10,2.5532058367717403e-10,7.366887285714298e-08,-2.1900947119584216e-12,-17.686893465889334,-0.0176868934658893
1534.3000000000004,1.9447386813186806e-10,7.365476681318677e-08,0.0158959841270085,-0.0059543333333304,,-5.954333333330448e-06,-5.954333333330447,5.078446426445654e-11,-3.065667976833739e-12,5.3850132241290277e-11,1.4265484554476432e-10,1.6498480279593979e-10,2.9489065335928254e-11,-2.487751489403239e-11,5.4366580229960636e-11,1.4316903259668282e-10,5.1304835535185216e-11,-1.2568229105708592e-09,-1.427166366971111e-09,1.703434564002516e-10,1.4265484554476432e-10,7.35515868099735e-08,1.0318000321328778e-10,-1.4006964848154202e-10,2.4324965169482985e-10,7.366897486187845e-08,-1.4208048691678506e-11,-15.47202584190013,-0.0154720258419001
1534.4,1.8914084806629664e-10,7.363041845303861e-08,0.0213175901639382,-0.0053392131147534,,-5.339213114753494e-06,-5.339213114753493,4.545144419888512e-11,-3.0639130127723344e-12,4.8515357211657456e-11,1.4265766106170728e-10,1.64990754463897e-10,2.415009360239964e-11,-2.488182112492853e-11,4.9031914727328174e-11,1.4316903259668282e-10,4.597181546961379e-11,-1.2811712707190041e-09,-1.4270183229752083e-09,1.4584705225620438e-10,1.4265766106170728e-10,7.355180533393926e-08,7.861311909937966e-11,-1.4013325227667196e-10,2.1874637137605158e-10,7.366899516483506e-08,-3.857671179643623e-11,-13.87366790912806,-0.013873667909128
1534.5,1.8412838453038719e-10,7.368470022099444e-08,0.0269286666666659,-0.0044994126984128,,-4.4994126984128055e-06,-4.4994126984128044,4.043898066297564e-11,-3.0621562206888362e-12,4.350113688366448e-11,1.4266048171127176e-10,1.6499670539381358e-10,1.9131679136573548e-11,-2.4886125151321688e-11,4.401780428789524e-11,1.4316903259668282e-10,4.095935193370431e-11,-1.2268895027631912e-09,-1.4268703910300751e-09,1.9998088826688358e-10,1.4266048171127176e-10,7.35520238402408e-08,1.326763807536393e-10,-1.4019690091591503e-10,2.728732816695543e-10,7.366907458563531e-08,1.5625635359117124e-11,-11.691490154495368,-0.0116914901544953
1534.6,1.8351672707182208e-10,7.372098939226514e-08,0.0296978305084761,-0.0039258305084742,,-3.925830508474221e-06,-3.9258305084742218,3.9827323204410616e-11,-3.0603976035506308e-12,4.288772080796125e-11,1.4266330748768938e-10,1.6500265558496816e-10,1.851407148685397e-11,-2.489042697457793e-11,4.3404498461431905e-11,1.4316903259668282e-10,4.0347694475139286e-11,-1.1906003314924903e-09,-1.4267225710492551e-09,2.3612223955676484e-10,1.4266330748768938e-10,7.355224232887604e-08,1.6874706338911528e-10,-1.4026059433816274e-10,3.0900765772727796e-10,7.366907458563531e-08,5.191480662981824e-11,-10.201066631259453,-0.0102010666312594
1534.7,1.8278480879120728e-10,7.369348662983423e-08,0.0347134218750001,-0.0034396249999999,,-3.439624999999981e-06,-3.4396249999999813,3.9095404923795776e-11,-3.058637164325104e-12,4.2154042088120887e-11,1.4266613838519207e-10,1.6500860503663926e-10,1.7776203754568037e-11,-2.4894726596063288e-11,4.267093035063133e-11,1.4316903259668282e-10,3.9615776194524445e-11,-1.218103093923388e-09,-1.426574862946294e-09,2.0847176902290568e-10,1.4266613838519207e-10,7.355246079984303e-08,1.4102582999121256e-10,-1.4032433248230648e-10,2.8135016247351907e-10,7.366907458563531e-08,2.4412044198920067e-11,-8.937686875631961,-0.0089376868756319
1534.8000000000004,1.8179733626373348e-10,7.366684780219775e-08,0.0391066923077009,-0.0029293846153836,,-2.9293846153836984e-06,-2.929384615383697,3.8107932396321993e-11,-3.0568749059796334e-12,4.116480730230161e-11,1.4266897439801175e-10,1.6501455374810563e-10,1.6782782515627852e-11,-2.489902401714383e-11,4.168180653277168e-11,1.4316903259668282e-10,3.8628303667050656e-11,-1.244741921559878e-09,-1.4264272666347375e-09,1.8168534507485947e-10,1.4266897439801175e-10,7.355267925313972e-08,1.1416854905803007e-10,-1.4038811528723782e-10,2.5455666434526776e-10,7.366899516483506e-08,-2.147362637310146e-12,-7.611853742949651,-0.0076118537429496
1534.9,1.7956547845303487e-10,7.364145219780218e-08,0.0451171612903202,-0.0023909032258065,,-2.39090322580659e-06,-2.3909032258065896,3.5876074585623406e-11,-3.0551108314815986e-12,3.893118541710501e-11,1.426718155203804e-10,1.65020501718646e-10,1.4544976734388923e-11,-2.49033192391856e-11,3.944829597357452e-11,1.4316903259668282e-10,3.639644585635208e-11,-1.270137525955452e-09,-1.42627978202813e-09,1.5614225607267816e-10,1.426718155203804e-10,7.355289768876408e-08,8.855450903811313e-11,-1.4045194269184796e-10,2.2900645172996106e-10,7.366897486187845e-08,-2.752266407627098e-11,-6.212637825983295,-0.0062126378259832
1535.0,1.7608923535912055e-10,7.362501287292819e-08,0.0518371612903241,-0.0017859999999997,,-1.78599999999978e-06,-1.7859999999997798,3.2399831491709035e-11,-3.053344943798372e-12,3.545317643550741e-11,1.4267466174653002e-10,1.6502644894753903e-10,1.1062786411581528e-11,-2.4907612263554625e-11,3.5970398675136147e-11,1.4316903259668282e-10,3.2920202762437704e-11,-1.2865768508294555e-09,-1.4261324090400154e-09,1.3955555821056055e-10,1.4267466174653002e-10,7.35531161067141e-08,7.189676621408824e-11,-1.405158146350284e-10,2.1241258084911662e-10,7.366899516483506e-08,-4.398229190688763e-11,-4.640828218156573,-0.0046408282181565
1535.1,1.7527251098901107e-10,7.36147974033149e-08,0.054500833333326,-0.0012595833333335,,-1.2595833333335097e-06,-1.2595833333335096,3.1583107121599614e-11,-3.051577245897324e-12,3.463468436749693e-11,1.4267751307069266e-10,1.6503239543406384e-10,1.0240115554947284e-11,-2.4911903091616952e-11,3.515201864656424e-11,1.4316903259668282e-10,3.2103478392328283e-11,-1.2967923204427294e-09,-1.4259851475839401e-09,1.2919282714121028e-10,1.4267751307069266e-10,7.355333450698779e-08,6.146289632712618e-11,-1.4057973105567052e-10,2.0204262738279668e-10,7.366907458563531e-08,-5.4277182320421316e-11,-3.2729618569174628,-0.0032729618569174
