t,ion_current_M2,ion_current_M32,ion_current_M44,E,current1_muA,j,current1_mA_geo
85.7,8.985404889705882e-09,4.088923838235294e-08,5.675419856617647e-10,0.0515171677958987,16.776563046597072,43.593027542183705,0.0435930275421837
85.80000000000003,8.973397169117648e-09,4.0873411176470586e-08,5.676697106617648e-10,0.0572560135108925,14.650038159236107,38.06736309432356,0.0380673630943235
85.9,8.960455686346863e-09,4.085758397058823e-08,5.684129827205883e-10,0.0635940183218985,11.45292452837179,29.759829413041388,0.0297598294130413
86.0,8.94641804797048e-09,4.083253735294119e-08,5.691562547794116e-10,0.0704280901884054,7.591006454904887,19.72483592392813,0.0197248359239281
86.10000000000002,8.932380409594093e-09,4.080024691176472e-08,5.687865452205883e-10,0.0776049587425069,4.170666754007248,10.83726089615157,0.0108372608961515
86.2,8.913129272058822e-09,4.076795647058824e-08,5.678175378676471e-10,0.0846487271274491,1.9198694882264744,4.988681128857973,0.0049886811288579
86.30000000000003,8.892140301470584e-09,4.0783564558823545e-08,5.668485305147055e-10,0.0913158319886676,0.9163557999576646,2.381102941945965,0.0023811029419459
86.4,8.871690955882351e-09,4.0808296176470585e-08,5.684983173431731e-10,0.0977506003505818,0.3631959446019127,0.9437457941930546,0.000943745794193
86.5,8.868689485294117e-09,4.082913794117647e-08,5.703452177121767e-10,0.1037892469496902,-0.0830396881536206,-0.2157743157952363,-0.0002157743157952
86.60000000000002,8.865688014705881e-09,4.082145411764706e-08,5.712139051470584e-10,0.1097529699111913,-0.4507871951366227,-1.1713471083840703,-0.001171347108384
86.7,8.8619488125e-09,4.0813770294117656e-08,5.686143830882351e-10,0.115662787852839,-0.7235467133593526,-1.8800985467597664,-0.0018800985467597
86.80000000000003,8.8565675625e-09,4.081388205882353e-08,5.660148610294114e-10,0.1212343657290554,-0.9336450977942828,-2.4260282842036927,-0.0024260282842036
86.9,8.851186312499999e-09,4.082568720588236e-08,5.640404860294115e-10,0.1267861428278193,-1.2117487626235812,-3.148666209910705,-0.0031486662099107
87.0,8.849288014705881e-09,4.083749235294117e-08,5.62691258088235e-10,0.1324148145932171,-1.3061349420451327,-3.393923793820884,-0.0033939237938208
87.10000000000002,8.849810073529412e-09,4.08445625e-08,5.613420301470584e-10,0.1378098347086358,-1.5168470432270476,-3.94144824234956,-0.0039414482423495
87.2,8.850332132352941e-09,4.084940441176471e-08,5.612775080882353e-10,0.1431581518432922,-1.6555337599971498,-4.301818471168293,-0.0043018184711682
87.30000000000003,8.839798474264704e-09,4.0854246323529424e-08,5.615753389705884e-10,0.1485728791204943,-1.7716599191038636,-4.603566262908855,-0.0046035662629088
87.4,8.827612812499998e-09,4.086296352941176e-08,5.620484227941175e-10,0.1537811367387965,-1.8396689939942887,-4.780284310972824,-0.0047802843109728
87.5,8.81839306985294e-09,4.087184220588236e-08,5.652671360294115e-10,0.159065419156436,-1.891694880882163,-4.915470875331109,-0.0049154708753311
87.60000000000002,8.825980202205882e-09,4.0876675294117654e-08,5.684858492647056e-10,0.1641239425132188,-1.941352242116383,-5.044502948822146,-0.0050445029488221
87.7,8.833567334558824e-09,4.086869735294119e-08,5.701353125e-10,0.1692692721401444,-2.008647404618145,-5.219365932631579,-0.0052193659326315
87.80000000000003,8.835319904411763e-09,4.0860719411764696e-08,5.687385845588235e-10,0.1744897656700684,-2.1365219747547504,-5.551641360109,-0.0055516413601089
87.9,8.829338286764704e-09,4.0865974705882346e-08,5.67341856617647e-10,0.1795215079820375,-2.120512828942782,-5.510042426384041,-0.005510042426384
88.0,8.823356669117644e-09,4.0883445294117655e-08,5.675465522058823e-10,0.1847510190726221,-2.1901048212040224,-5.690873603004276,-0.0056908736030042
88.10000000000002,8.816064683823529e-09,4.0900915882352943e-08,5.687327654411761e-10,0.1896317117746342,-2.137342793622508,-5.5537742152957215,-0.0055537742152957
88.2,8.808237477941176e-09,4.0894657058823536e-08,5.699189786764702e-10,0.194654463125193,-2.1955141430075065,-5.704929444698957,-0.0057049294446989
88.30000000000003,8.800410272058824e-09,4.088246588235295e-08,5.694730154411765e-10,0.1995064881509975,-2.2355556402073264,-5.808975195036127,-0.0058089751950361
88.4,8.801869775735294e-09,4.086867996309964e-08,5.688456992647055e-10,0.2046476468276981,-2.2445127430295395,-5.832249761402455,-0.0058322497614024
88.5,8.803423084558821e-09,4.083655450184503e-08,5.682163845588236e-10,0.2097191108552303,-2.189525325120945,-5.689367812536943,-0.0056893678125369
88.60000000000002,8.804722474264703e-09,4.0804429040590415e-08,5.675779654411762e-10,0.2146451936882868,-2.263996039014032,-5.882876093870283,-0.0058828760938702
88.7,8.805335341911764e-09,4.078917139705882e-08,5.669395463235296e-10,0.2197235786035392,-2.206372375345692,-5.733143997349773,-0.0057331439973497
88.80000000000003,8.805948209558824e-09,4.0802634632352944e-08,5.664207779411765e-10,0.2246465107825679,-2.2150810655801707,-5.7557730765117885,-0.0057557730765117
88.9,8.80983923897059e-09,4.0816097867647057e-08,5.66042469117647e-10,0.2296371429889484,-2.2051446287380743,-5.729953761570726,-0.0057299537615707
89.0,8.816412400735293e-09,4.0833893639705886e-08,5.656641602941175e-10,0.2345654315105893,-2.1946091601377,-5.702577893725191,-0.0057025778937251
89.10000000000002,8.822985562500001e-09,4.085402231617647e-08,5.67590244117647e-10,0.2395802342932524,-2.1931117636527,-5.698686986747948,-0.0056986869867479
89.2,8.828694547794118e-09,4.087415099264706e-08,5.703259794117646e-10,0.2443996317389857,-2.2413751245033406,-5.824096822659904,-0.0058240968226599
89.30000000000003,8.834226533088236e-09,4.0866068529411764e-08,5.730189823529412e-10,0.2493570762893827,-2.192888194175874,-5.698106053076741,-0.0056981060530767
89.4,8.836487555147061e-09,4.0855862647058826e-08,5.736180999999997e-10,0.254267480695566,-2.198861173294372,-5.71362652902276,-0.0057136265290227
89.5,8.812283511029414e-09,4.085161165441177e-08,5.742172176470586e-10,0.2591870053519253,-2.1944420428645905,-5.702143648172678,-0.0057021436481726
